Client,Date,Change,Cumulative
1000 E. 6th,2014-08-20,1,1
1000 E. 6th,2015-08-20,-1,0
1023 Holdings,2015-06-16,1,1
1210 Barton Springs Road Venture,2014-03-31,1,1
1219 South Lamar Venture,2013-01-03,2,2
1219 South Lamar Venture,2014-01-03,-1,1
1219 South Lamar Venture,2015-01-03,-1,0
16 Piggybank,2014-07-09,1,1
16 Piggybank,2014-12-21,1,2
16 Piggybank,2015-01-12,1,3
16 Piggybank,2016-01-12,-2,1
1600 West 38th,2010-12-16,1,1
1600 West 38th,2011-12-16,-1,0
1715 G,2015-04-24,1,1
1715 G,2015-06-27,1,2
183 BLW,2013-12-20,1,1
183 BLW,2014-01-07,2,3
183 BLW,2014-01-08,1,4
183 BLW,2015-01-20,1,5
183 BLW,2016-01-20,-1,4
2011 Boat Dock,2015-03-24,1,1
2208 Lake Austin,2014-04-25,1,1
2208 Lake Austin,2014-04-29,1,2
2208 Lake Austin,2014-06-27,1,3
2208 Lake Austin,2014-07-09,1,4
2208 Lake Austin,2015-04-29,-1,3
2208 Lake Austin,2015-07-09,-1,2
3 Point Partners,2013-10-08,1,1
3 Point Partners,2015-10-16,-1,0
360 Aircon Energy Savers,2013-05-21,1,1
360 Aircon Energy Savers,2014-05-21,-1,0
405 Colorado Holdings,2014-10-09,1,1
405 Colorado Holdings,2015-01-12,1,2
405 Colorado Holdings,2015-11-07,1,3
408 Sterzing,2011-08-17,1,1
408 Sterzing,2012-08-16,-1,0
408 Sterzing,2014-04-25,1,1
408 Sterzing,2014-06-27,1,2
4800 Friedrich Lane,2013-12-20,1,1
4800 Friedrich Lane,2014-01-07,2,3
5001 Convict Hill,2013-07-18,1,1
5001 Convict Hill,2013-09-05,1,2
5001 Convict Hill,2014-07-18,-1,1
5001 Convict Hill,2014-09-05,-1,0
5453 Burnet Park Venture,2013-01-03,2,2
5453 Burnet Park Venture,2014-01-03,-1,1
5453 Burnet Park Venture,2016-01-13,-1,0
620/183,2013-02-14,1,1
69 Grandview,2015-04-24,1,1
69 Grandview,2015-06-27,1,2
6D Ranch,2015-01-09,1,1
6D Ranch,2016-01-09,-1,0
706 Development,2016-01-20,1,1
720 Lamar Place,2011-08-17,1,1
720 Lamar Place,2012-08-16,-1,0
720 Lamar Place,2014-04-25,1,1
720 Lamar Place,2014-06-27,1,2
787 Developers,2016-01-09,1,1
93 Red River Investors,2014-10-09,1,1
93 Red River Investors,2015-11-07,1,2
93 Red River Investors,2016-01-16,1,3
A Stella Dog,2014-10-09,1,1
A Stella Dog,2015-01-12,1,2
A Stella Dog,2015-11-07,1,3
A and M Option 541,2013-09-05,1,1
A and M Option 541,2014-07-18,1,2
A.J. Messer Construction Co.,2014-08-20,1,1
A.J. Messer Construction Co.,2015-08-20,-1,0
AECOM,2011-08-17,1,1
AECOM,2012-08-16,-1,0
AECOM,2014-04-25,1,1
AECOM,2014-06-27,1,2
AECOM,2016-02-04,1,3
AETNA Sign Group,2015-10-15,1,1
AFSCME 1624,2011-10-21,1,1
AFSCME 1624,2012-10-20,-1,0
AFSCME 1624,2015-04-10,1,1
AJHSCCM,2014-08-01,1,1
AMD,2013-10-08,1,1
AMS Commercial Real Estate,2014-10-09,1,1
AMS Commercial Real Estate,2015-01-12,1,2
AMS Commercial Real Estate,2015-11-07,1,3
APAC- Tecas,2013-09-05,1,1
APAC- Tecas,2014-09-05,-1,0
ARC Matthew McMahon,2014-08-20,1,1
ARC Matthew McMahon,2015-08-20,-1,0
ARG Bull Creek,2015-08-01,1,1
AT&T,2013-06-18,1,1
AT&T,2013-08-06,4,5
AT&T,2013-08-07,2,7
AT&T,2013-08-13,1,8
AT&T,2013-10-07,2,10
AT&T,2013-10-08,1,11
AT&T,2014-08-06,-2,9
AT&T,2014-08-13,-1,8
AT&T,2015-03-06,1,9
AT&T,2015-08-20,-3,6
AT&T,2015-09-19,1,7
AT&T,2015-10-15,-1,6
AT&T,2016-03-04,1,7
AVG Partners,2014-08-01,1,1
AXF Development,2014-04-25,1,1
AXF Development,2015-06-27,1,2
Accelerator Holdings,2013-12-20,1,1
Accelerator Holdings,2014-01-07,2,3
Advance America - Cash Advance Centers,2011-08-16,1,1
Advance America - Cash Advance Centers,2012-08-15,-1,0
Aetna Sign Group,2014-10-09,1,1
Aetna Sign Group,2015-01-12,1,2
Aetna Sign Group,2015-10-09,-1,1
Aetna Sign Group,2015-11-07,1,2
Affinity Homes Bob Rue,2014-08-20,1,1
Affinity Homes Bob Rue,2015-08-20,-1,0
"Aguirre, Antolin",2011-08-17,1,1
"Aguirre, Antolin",2012-08-16,-1,0
"Aguirre, Antolin",2015-04-24,1,1
"Aguirre, Antolin",2015-06-27,1,2
Airbnb,2015-10-23,1,1
Airbnb,2016-02-27,1,2
Airport Fast Park,2015-01-30,1,1
Alex and Mark Calderon,2011-08-17,1,1
Alex and Mark Calderon,2012-08-16,-1,0
Alexa Management,2014-07-09,1,1
Alexa Management,2014-12-21,1,2
Alexa Management,2015-01-12,2,4
Alexa Management,2015-07-09,-1,3
Alexa Management,2015-12-21,-1,2
Alexa Management,2016-01-12,-1,1
All Saints Church,2015-01-12,1,1
All Saints Church,2016-01-12,-1,0
Allegiant Air,2015-08-19,1,1
Alliance Residential,2013-01-03,2,2
Alliance Residential,2014-01-03,0,2
Alliance Residential,2016-01-13,-1,1
Allied Sales Company,2015-07-21,1,1
Amaz for Hair,2011-08-17,1,1
Amaz for Hair,2012-08-16,-1,0
American Campus Communities,2013-10-28,1,1
American Campus Communities,2015-01-12,1,2
American Campus Communities,2015-11-07,1,3
American Constructors,2012-10-22,1,1
American Constructors,2013-10-22,-1,0
American Heart Association,2012-03-23,3,3
American Heart Association,2013-03-23,-3,0
American Heart Association,2014-09-25,1,1
American Heart Association,2014-10-02,1,2
American Heart Association,2014-10-08,1,3
American Heart Association,2014-10-14,1,4
American Heart Association,2015-07-29,1,5
American Heart Association,2015-08-20,1,6
American Heart Association,2015-09-25,-1,5
American Heart Association,2015-10-02,-1,4
Amplify Federal Credit Union,2013-10-28,1,1
Amplify Federal Credit Union,2015-01-12,1,2
Amplify Federal Credit Union,2015-11-07,1,3
Amstar Group,2013-12-20,1,1
Amstar Group,2014-01-07,2,3
Anderson's Coffee,2011-08-17,1,1
Anderson's Coffee,2012-08-16,-1,0
Andersson Wise Architects,2013-04-29,1,1
Andersson Wise Architects,2014-04-29,-1,0
Anthony George,2014-04-25,1,1
Anthony George,2014-06-27,1,2
Antolin Aguirre,2011-08-17,1,1
Antolin Aguirre,2012-08-16,-1,0
Antolin Aguirre,2014-04-25,1,1
Antolin Aguirre,2014-06-27,1,2
Antolin Aguirre,2015-04-25,-1,1
Antolin Aguirre,2015-06-27,-1,0
Apex Bethel Energy Center,2014-10-16,1,1
Apple,2012-03-09,1,1
Apple,2013-03-09,-1,0
Aqua Builders Ebbn Milks,2014-08-20,1,1
Aqua Builders Ebbn Milks,2015-08-20,-1,0
"Archer, Cara Jean",2015-03-24,1,1
Ardent Residential,2013-01-03,2,2
Ardent Residential,2014-01-03,0,2
Ardent Residential,2016-01-13,-1,1
Armbrust and Brown,2013-10-08,1,1
Arnold Oil,2013-07-09,1,1
Arnold Oil,2014-01-09,1,2
Arnold Oil,2014-07-09,-1,1
Arnold Oil,2016-01-12,-1,0
Art at Bratton's Edge,2014-08-01,1,1
Artesia Real Estate,2014-07-09,1,1
Artesia Real Estate,2014-08-29,1,2
Artesia Real Estate,2015-01-12,1,3
Artesia Real Estate,2015-07-09,-1,2
Artesia Real Estate,2015-08-29,-1,1
Artesia Real Estate,2016-01-12,-1,0
Ascencion Health,2014-06-25,1,1
Ascencion Health,2015-06-25,-1,0
Ashley Amini,2013-04-30,1,1
Ashley Amini,2015-08-20,-1,0
Ashton Woods Homes,2014-01-03,1,1
Ashton Woods Homes,2016-01-13,-1,0
Asian American Cultural Arts Center,2014-12-21,1,1
Asian American Cultural Arts Center,2015-01-12,1,2
Asian American Cultural Arts Center,2015-12-21,-1,1
Asian American Cultural Arts Center,2016-01-12,-1,0
Aspen Heights,2014-01-09,1,1
Aspen Heights,2014-07-09,1,2
Aspen Heights,2014-12-21,1,3
Aspen Heights,2014-12-23,1,4
Aspen Heights,2015-12-23,-1,3
Aspen Heights,2016-01-12,-1,2
Aspen Properties,2013-12-20,1,1
Aspen Properties,2014-01-07,2,3
Asterisk Group,2011-08-17,1,1
Asterisk Group,2012-08-16,-1,0
Atlantic Housing Foundation,2014-04-25,1,1
Atlantic Housing Foundation,2014-06-27,1,2
Aupperle Co.,2014-08-20,1,1
Aupperle Co.,2015-08-20,-1,0
Austin AFL CIO,2011-10-21,1,1
Austin AFL CIO,2012-10-20,-1,0
Austin Achieve,2013-12-20,1,1
Austin Achieve,2014-01-07,2,3
Austin Achieve,2014-01-16,1,4
"Austin American-Statesman,",2013-01-03,2,2
"Austin American-Statesman,",2014-01-03,1,3
"Austin American-Statesman,",2016-02-02,-3,0
Austin Apartment Association,2014-04-24,1,1
Austin Apartment Association,2014-07-18,1,2
Austin Apartment Association,2014-09-04,1,3
Austin Apartment Association,2015-04-24,-1,2
Austin Apartment Association,2015-07-18,-1,1
Austin Apartment Association,2015-09-04,-1,0
Austin Aquatics and Sports Academy,2013-01-10,1,1
Austin Aquatics and Sports Academy,2013-10-01,1,2
Austin Aquatics and Sports Academy,2014-01-10,-1,1
Austin Aquatics and Sports Academy,2014-10-01,-1,0
Austin Baptist Church,2013-12-20,1,1
Austin Baptist Church,2014-01-07,2,3
Austin Board of Realtors,2012-06-22,1,1
Austin Board of Realtors,2013-06-22,-1,0
Austin Board of Realtors,2013-12-20,1,1
Austin Board of Realtors,2014-01-07,2,3
Austin Board of Realtors,2014-04-25,1,4
Austin Board of Realtors,2014-06-27,1,5
Austin Board of Realtors,2014-08-01,2,7
Austin Board of Realtors,2015-08-01,-1,6
Austin Chamber of Commerce,2015-03-28,1,1
Austin Chamber of Commerce,2015-12-08,1,2
Austin Children's Museum,2013-01-03,2,2
Austin Children's Museum,2014-01-03,-2,0
Austin Christian Fellowship,2015-09-12,1,1
Austin Chronicle,2013-01-03,2,2
Austin Chronicle,2014-01-03,1,3
Austin Chronicle,2016-02-02,-1,2
Austin City Builders,2014-10-09,1,1
Austin City Builders,2015-01-12,1,2
Austin City Builders,2015-11-07,1,3
Austin Community College District,2012-09-27,1,1
Austin Community College District,2012-10-19,1,2
Austin Community College District,2013-09-27,-1,1
Austin Community College District,2013-10-19,-1,0
Austin Convention Enterprises,2015-04-24,1,1
Austin Convention Enterprises,2015-06-27,1,2
Austin Convention and Visitors Bureau,2015-04-25,1,1
Austin Country Club,2014-03-13,1,1
Austin Country Club,2015-03-13,-1,0
Austin Diagnostic Clinic,2014-01-09,1,1
Austin Diagnostic Clinic,2014-07-09,1,2
Austin Diagnostic Clinic,2015-01-09,-1,1
Austin Diagnostic Clinic,2015-07-09,-1,0
Austin Elm Terrace LP,2014-04-25,1,1
Austin Elm Terrace LP,2014-04-29,1,2
Austin Elm Terrace LP,2015-04-29,-1,1
Austin FBO,2015-01-09,1,1
Austin FBO,2016-01-09,-1,0
Austin Fairchild Management,2013-10-28,1,1
Austin Fairchild Management,2014-01-09,1,2
Austin Fairchild Management,2015-01-09,-1,1
Austin Fairchild Management,2015-01-12,1,2
Austin Fairchild Management,2015-11-07,1,3
Austin Film Studios,2014-02-03,1,1
Austin Flower Co.,2011-08-17,1,1
Austin Flower Co.,2012-08-16,-1,0
Austin Green Cab,2014-03-13,1,1
Austin Green Cab,2015-03-13,-1,0
Austin Housing Authority,2014-08-20,1,1
Austin Housing Authority,2015-08-20,-1,0
Austin Music People,2013-09-20,1,1
Austin Music People,2014-09-20,-1,0
Austin Park,2014-12-23,1,1
Austin Park,2015-01-06,2,3
Austin Park,2015-01-12,2,5
Austin Park,2016-01-12,-2,3
Austin Pets Alive,2015-07-15,1,1
Austin Presbetyrian Theological Seminary,2013-07-18,1,1
Austin Presbetyrian Theological Seminary,2013-09-05,1,2
Austin Presbetyrian Theological Seminary,2014-07-18,-1,1
Austin Presbetyrian Theological Seminary,2014-09-05,-1,0
Austin Quality Schools Collaborative,2013-12-20,1,1
Austin Quality Schools Collaborative,2014-01-07,2,3
Austin Quality Schools Collaborative,2014-01-16,1,4
Austin Renaissance,2014-04-25,1,1
Austin Renaissance,2015-06-27,1,2
Austin Rental Alliance,2015-01-29,1,1
Austin Rental Alliance,2016-01-29,-1,0
Austin Restaurant Association,2013-12-20,1,1
Austin Restaurant Association,2014-01-07,2,3
Austin Ridge Bible Church,2013-07-18,1,1
Austin Ridge Bible Church,2013-09-05,1,2
Austin Ridge Bible Church,2014-07-18,-1,1
Austin Ridge Bible Church,2014-09-05,-1,0
Austin Sonic,2013-08-20,1,1
Austin Sunshine Camp,2013-01-10,1,1
Austin Sunshine Camp,2013-10-01,1,2
Austin Sunshine Camp,2014-01-10,-1,1
Austin Sunshine Camp,2014-10-01,-1,0
Austin's Pizza,2011-08-17,1,1
Austin's Pizza,2012-08-16,-1,0
AustinSeventyOne,2013-10-01,1,1
AustinSeventyOne,2014-10-01,-1,0
AutoReturn,2013-12-20,1,1
AutoReturn,2014-01-07,2,3
AvalonPark Texas,2013-12-20,1,1
AvalonPark Texas,2014-01-07,2,3
"Avellan, Elizabeth",2013-01-03,2,2
"Avellan, Elizabeth",2014-01-03,-2,0
Avion Park,2015-09-12,1,1
Avis Rent-A-Car,2011-08-17,1,1
Avis Rent-A-Car,2012-08-16,-1,0
"Ayers, Robert A.",2013-01-03,2,2
"Ayers, Robert A.",2014-01-03,1,3
"Ayers, Robert A.",2016-02-02,-1,2
BDB Ventures,2015-07-15,1,1
Bailey Elliott Construction Co.,2014-08-20,1,1
Bailey Elliott Construction Co.,2015-08-20,-1,0
Balcones Country Club Membership Association,2013-09-05,1,1
Balcones Country Club Membership Association,2014-09-05,-1,0
Balcones Resources,2013-10-07,2,2
Balcones Resources,2013-10-08,1,3
Balcones Resources,2015-04-25,1,4
Balcones Resources,2015-10-15,-1,3
Balfour Beatty Construction,2015-10-23,1,1
"Banta, Mark",2014-12-21,1,1
"Banta, Mark",2015-12-21,-1,0
"Barlin, Peter",2014-08-20,1,1
"Barlin, Peter",2015-08-20,-1,0
Barshop and Oles Company,2014-01-16,1,1
Barton Creek Capital,2015-07-15,1,1
Behringer Harvard,2014-10-02,1,1
Behringer Harvard,2014-12-21,1,2
Behringer Harvard,2015-10-02,-1,1
Behringer Harvard,2015-12-21,-1,0
Benchmark Development/Goodnight Ranch,2015-09-01,1,1
Beneplace,2014-06-09,1,1
Beneplace,2015-06-09,-1,0
Berns Commercial Properties,2010-06-24,1,1
Berns Commercial Properties,2011-06-24,-1,0
Berns Commercial Properties,2011-08-17,1,1
Berns Commercial Properties,2012-08-16,-1,0
Berns Commercial Properties,2014-04-25,1,1
Berns Commercial Properties,2014-06-27,1,2
Bill and Kathy Darling,2014-04-25,1,1
Bill and Kathy Darling,2015-04-25,-1,0
Blenheim,2013-12-20,1,1
Blenheim,2014-01-07,2,3
BlueWater Systems,2015-01-29,1,1
Boat Town Clayton Raven,2014-08-20,1,1
Boat Town Clayton Raven,2015-08-20,-1,0
Bob and Michael Herd,2013-07-16,1,1
Bob and Michael Herd,2014-07-16,-1,0
"Bolick, Roger",2015-07-21,1,1
Boot Man,2014-02-03,1,1
Boot Man,2015-02-03,-1,0
Bouldin Creek Neighborhood Association,2011-08-17,1,1
Bouldin Creek Neighborhood Association,2012-08-16,-1,0
Bouldin Creek Neighborhood Association,2014-04-25,1,1
Bouldin Creek Neighborhood Association,2014-06-27,1,2
Bounce Marketing and Events,2014-04-25,1,1
Bounce Marketing and Events,2015-06-27,1,2
Boys and Girls Club,2015-07-15,1,1
Boys and Girls Club,2016-01-09,1,2
Brady Ohman,2013-09-05,1,1
Brady Ohman,2015-09-04,-1,0
Bradz Salon,2011-08-17,1,1
Bradz Salon,2012-08-16,-1,0
Braker Valley,2013-09-05,1,1
Brandywine Realty Trust,2015-07-15,1,1
Brandywine Realty Trust,2015-10-15,1,2
Brandywine Realty Trust,2015-10-23,1,3
Brandywine Realty Trust,2015-11-07,1,4
Brandywine Realty Trust,2016-01-09,1,5
Brandywine Realty Trust,2016-01-16,1,6
Brazos Masonry,2014-04-25,1,1
Brazos Masonry,2014-06-27,1,2
Brazos Masonry,2015-04-25,-1,1
Brazos Masonry,2015-06-27,-1,0
Bread and Circus,2013-01-03,2,2
Bread and Circus,2014-01-03,1,3
Bread and Circus,2016-02-02,-1,2
Brent and Jennifer Cardwell,2014-03-13,1,1
Brent and Jennifer Cardwell,2015-03-13,-1,0
Brian Bailey Homes,2014-08-20,1,1
Brian Bailey Homes,2015-08-20,-1,0
Brian Follett,2014-10-21,1,1
Brian Follett,2015-10-21,-1,0
"Bridges on The Park Condominium Association, Inc.",2013-03-08,1,1
"Bridges on The Park Condominium Association, Inc.",2014-03-08,-1,0
Brightman Energy,2012-10-22,1,1
Brightman Energy,2013-10-22,-1,0
Briley's Upholstery Austin,2014-10-21,1,1
Briley's Upholstery Austin,2015-10-21,-1,0
Brisa Communications,2013-03-04,1,1
Brisa Communications,2014-03-04,-1,0
Brock Consulting Group,2013-12-20,1,1
Brock Consulting Group,2014-01-07,2,3
Bryan Hardeman,2014-08-20,1,1
Bryan Hardeman,2015-08-20,-1,0
Buffalo Equities,2013-09-05,1,1
Buie and Co.,2014-04-24,1,1
"Bullard, Michael",2015-04-24,1,1
"Bullard, Michael",2015-06-27,1,2
Bunkhouse Management,2011-08-17,1,1
Bunkhouse Management,2012-08-16,-1,0
Bunkhouse Management,2014-04-25,1,1
Bunkhouse Management,2014-06-27,1,2
Bunkhouse Management,2015-04-25,-1,1
Bunkhouse Management,2015-06-27,-1,0
Bury,2014-10-16,1,1
Butler Family Interests,2014-07-09,1,1
Butler Family Interests,2014-12-21,1,2
Butler Family Interests,2015-01-12,2,4
Butler Family Interests,2015-12-21,-1,3
Butler Family Interests,2016-01-12,-1,2
Butler Family Partnership,2013-10-01,1,1
Butler Family Partnership,2014-01-09,1,2
Butler Family Partnership,2014-05-04,1,3
Butler Family Partnership,2014-10-01,-1,2
Butler Family Partnership,2015-01-12,1,3
Butler Family Partnership,2015-05-04,-1,2
Butler Family Partnership,2016-01-12,-2,0
Butler Park Pitch and Putt,2013-10-07,1,1
Butler Park Pitch and Putt,2014-10-15,1,2
Butler Park Pitch and Putt,2015-10-15,-2,0
"Bynum, Joseph and Jayme",2015-07-21,1,1
C and G Ventures,2013-10-01,1,1
C and G Ventures,2014-10-01,-1,0
CBAL Whitecrowe,2014-03-31,1,1
CBAL Whitecrowe,2015-03-31,-1,0
CBL and Associates Management,2013-07-18,1,1
CBL and Associates Management,2013-09-05,1,2
CBL and Associates Management,2014-07-18,-1,1
CBL and Associates Management,2014-09-05,-1,0
CCARE,2013-10-08,1,1
CMST Development,2015-04-24,1,1
CMST Development,2015-06-27,1,2
CPS Human Resource Services,2014-06-09,1,1
CST Brands,2013-12-20,1,1
CST Brands,2014-01-07,2,3
CWS Capital Partners,2013-07-09,1,1
CWS Capital Partners,2013-12-20,1,2
CWS Capital Partners,2014-01-07,2,4
CWS Capital Partners,2014-01-09,2,6
CWS Capital Partners,2014-07-09,-1,5
CWS Capital Partners,2015-01-09,-1,4
CWS Capital Partners,2016-01-12,-1,3
Caledonia Properties,2014-10-09,1,1
Caledonia Properties,2015-11-07,1,2
Caledonia Properties,2016-01-16,1,3
Cameron and Killingsworth- Pflugerville 292,2013-10-01,1,1
Cameron and Killingsworth- Pflugerville 292,2014-10-01,-1,0
Canchola and Hyde Productions,2014-08-01,1,1
Capelli Salon,2011-08-17,1,1
Capelli Salon,2012-08-16,-1,0
Capital Commercial Investments,2013-12-20,1,1
Capital Commercial Investments,2014-01-07,2,3
Capital Metro,2013-03-07,1,1
Capital Metro,2014-03-07,-1,0
Capital Metro,2014-10-09,1,1
Capital Metro,2015-01-12,1,2
Capital Metro,2015-04-25,1,3
Capital Metro,2015-11-07,1,4
Capitol City Imports,2011-08-17,1,1
Capitol City Imports,2012-08-16,-1,0
Capitol City Partners,2014-12-23,1,1
Capitol City Partners,2015-01-06,2,3
Capridge Partners,2013-12-20,1,1
Capridge Partners,2014-01-07,2,3
Car Tex Engineers Gary Jones,2014-08-20,1,1
Car Tex Engineers Gary Jones,2015-08-20,-1,0
Cardinal Paragon,2014-01-09,1,1
Cardinal Paragon,2016-01-12,-1,0
Carma Texas,2013-12-20,1,1
Carma Texas,2014-01-07,2,3
Caroline's,2011-08-17,1,1
Caroline's,2012-08-16,-1,0
Carollo Engineers,2011-05-10,1,1
Carollo Engineers,2012-05-09,-1,0
Carollo Engineers,2014-04-25,1,1
Carollo Engineers,2014-06-27,1,2
Cary and Cynthia Reynolds,2014-04-25,1,1
Cary and Cynthia Reynolds,2014-06-27,1,2
Castle Hill Management,2013-02-14,1,1
Catalyst Acquisitions and Development Grp,2014-07-09,1,1
Catalyst Acquisitions and Development Grp,2015-01-12,1,2
Catalyst Acquisitions and Development Grp,2015-07-09,-1,1
Catalyst Acquisitions and Development Grp,2016-01-12,-1,0
"Catanoia, Ginny",2014-10-21,1,1
"Catanoia, Ginny",2015-10-21,-1,0
Catellus Commercial Group,2012-01-06,1,1
Catellus Commercial Group,2013-01-05,-1,0
Catellus Commercial Group,2014-01-13,1,1
Catellus Commercial Group,2015-01-13,-1,0
Cathedral of Junk,2011-08-17,1,1
Cathedral of Junk,2012-08-16,-1,0
"Cedar Park, TX",2014-10-16,1,1
Central Health,2014-04-25,2,2
Central Health,2014-06-25,1,3
Central Health,2015-06-25,-1,2
Central Health,2015-06-27,1,3
Central Health,2016-01-12,1,4
Century Land Holdings II,2014-08-01,1,1
"Champion, Josie, Juanita Meier and Mary Margaret Roberson",2013-01-03,2,2
"Champion, Josie, Juanita Meier and Mary Margaret Roberson",2014-01-03,-1,1
Charles Dorrance,2013-12-20,1,1
Charles Dorrance,2014-01-07,2,3
"Charles S. Dildy and Bertha Magdelan Steger Dildy, Trustees",2013-01-03,2,2
"Charles S. Dildy and Bertha Magdelan Steger Dildy, Trustees",2014-01-03,-2,0
Charmeleon Group,2014-04-25,1,1
Charmeleon Group,2014-06-27,1,2
Charmeleon Group,2015-04-25,-1,1
Charmeleon Group,2015-06-27,-1,0
Chereen Fisher,2014-04-25,1,1
Chereen Fisher,2014-06-27,1,2
Christopher Commercial,2013-01-03,2,2
Christopher Commercial,2014-01-03,-2,0
Christopher Slover,2013-12-20,1,1
Christopher Slover,2014-01-07,2,3
Churchill Forge,2013-01-03,2,2
Churchill Forge,2014-01-03,-2,0
Cielo Property Group,2015-10-06,1,1
Cielo Property Group,2016-01-09,1,2
Circle C Homeowners Association,2014-07-09,2,2
Circle C Homeowners Association,2015-01-12,1,3
Circle C Homeowners Association,2015-07-09,-2,1
Circle C Homeowners Association,2016-01-12,-1,0
Circuit of the Americas,2013-10-08,1,1
Circuit of the Americas,2013-12-20,1,2
Circuit of the Americas,2014-01-07,2,4
Circuit of the Americas,2014-04-25,1,5
Circuit of the Americas,2014-06-27,1,6
Circuit of the Americas,2015-04-25,-1,5
Circuit of the Americas,2015-06-27,-1,4
Circular Energy,2015-07-15,1,1
Cirrus Logic,2013-02-14,1,1
Cirrus Logic,2013-10-08,1,2
Cirrus Logic,2013-12-20,1,3
Cirrus Logic,2014-01-07,2,5
Cirrus Logic,2015-08-01,-1,4
Cisco Systems,2013-06-18,1,1
City of Dripping Springs,2014-04-24,1,1
Clear Channel,2015-04-25,1,1
Coastal Rim Properties,2015-07-21,1,1
"Coats, Rose, Yale, Ryman and Lee",2013-07-18,1,1
"Coats, Rose, Yale, Ryman and Lee",2013-09-05,1,2
"Coats, Rose, Yale, Ryman and Lee",2015-07-18,-1,1
"Coats, Rose, Yale, Ryman and Lee",2015-09-04,-1,0
"Cobalt Partners, Limited",2011-08-17,1,1
"Cobalt Partners, Limited",2012-08-16,-1,0
"Cockrum, Brigid",2014-04-25,1,1
Cogent Info Tech,2014-01-13,1,1
Cogent Info Tech,2015-01-13,-1,0
Coleman Law Office,2014-05-02,1,1
Coleman Law Office,2015-05-02,-1,0
Colina West Real Estate,2014-03-31,1,1
Colina West Real Estate,2014-12-23,1,2
Colina West Real Estate,2015-01-06,2,4
Colonnetta Family,2014-03-31,1,1
Colony Park Neighborhood Association,2014-04-25,1,1
Colony Park Neighborhood Association,2014-06-27,1,2
Colony Park Neighborhood Association,2015-04-25,-1,1
Colony Park Neighborhood Association,2015-06-27,-1,0
Community Sun,2013-02-14,1,1
Community Sun,2015-08-01,-1,0
Concordia University,2013-12-20,1,1
Concordia University,2014-01-07,2,3
Condominiums at Tuscany Oaks,2015-01-12,1,1
Condominiums at Tuscany Oaks,2015-09-01,1,2
Condominiums at Tuscany Oaks,2016-01-12,-1,1
Congress Avenue Baptist Church,2014-03-31,1,1
Congress Avenue Baptist Church,2015-03-31,-1,0
Conley Sports,2014-04-24,1,1
Connecticut General Life Insurance Company,2011-11-18,2,2
Connecticut General Life Insurance Company,2012-11-17,-2,0
"Connolly, III, James, D., (Trey) and Steve Rambo",2011-08-17,1,1
"Connolly, III, James, D., (Trey) and Steve Rambo",2012-08-16,-1,0
Conor Commercial Real Estate,2013-03-07,1,1
Conor Commercial Real Estate,2014-03-07,-1,0
Constructive Ventures,2013-01-03,2,2
Constructive Ventures,2014-01-03,1,3
Constructive Ventures,2016-02-02,-1,2
Contessa Gallery,2011-08-17,1,1
Contessa Gallery,2012-08-16,-1,0
Continental Cars,2014-04-25,1,1
Continental Cars,2014-06-27,1,2
Coover and Coover,2013-01-03,2,2
Coover and Coover,2014-01-03,1,3
Coover and Coover,2015-01-03,-3,0
Coppell Building,2014-10-09,1,1
Coppell Building,2015-01-12,1,2
Coppell Building,2015-11-07,1,3
Cornerbrook Development,2012-09-27,1,1
Cornerbrook Development,2012-10-19,1,2
