Start,End,Lobbyist,Client,Industry,Cluster
2014-01-16,2017-01-19,David Armbrust,Seton Healthcare,Healthcare Provider,658
2014-01-16,2017-01-19,David Armbrust,TRT Holdings,Hotel/Resort,535
2012-01-17,2013-01-16,David Herndon,Twin Oaks Associates,Property Owner,536
2014-01-13,2015-01-13,Pete Winstead,Catellus Commercial Group,Real Estate Developer,538
2014-01-13,2016-01-09,Pete Winstead,Delaware North Companies/Travel Hospitality Services,"Specialty food,beverage and retail concessions and merchandise",539
2014-01-13,2016-01-09,Pete Winstead,Scott Airport Property,Developement of parking facilities at the airport,116
2014-01-13,2015-01-13,Pete Winstead,"General Aviation Avenue, LLc",Real Estate Development,540
2014-01-13,2016-01-09,Pete Winstead,Kayne Capital,Purchase of Bond Debt,541
2014-01-13,2015-01-13,Casey McKinney,Cogent Info Tech,Information Technology Staffing,542
2012-01-12,2013-01-11,Ronnie Volkening,Texas Retailers Association,Trade Association and Retailers,712
2013-01-10,2014-01-10,Michele Lynch,Lyda Family Trust,Real Estate,156
2013-01-10,2014-01-10,Michele Lynch,County Line,Real Estate Development,248
2013-01-10,2014-01-10,Michele Lynch,Regents School of Austin,Real Estate Develoment,250
2013-01-10,2014-01-10,Michele Lynch,The Dinerstein Companies,Real Estate,60
2013-01-10,2014-01-10,Michele Lynch,Morgan Group,Real Estate,256
2013-01-10,2014-01-10,Michele Lynch,Austin Aquatics and Sports Academy,Real Estate,263
2013-01-10,2014-01-10,Michele Lynch,Sage South Shore,Real Estate,264
2013-01-10,2014-01-10,Michele Lynch,The Stratford Company,Real Estate Development,564
2013-01-10,2014-01-10,Michele Lynch,First Hartford Realty,Real Estate Develoment,251
2013-01-10,2014-01-10,Michele Lynch,Austin Sunshine Camp,Real Estate,257
2014-01-09,2017-01-11,Gerardo Interiano,Google,Provides internet related products and services,144
2014-01-09,2016-01-12,Stephen Drenner,Arnold Oil,Real Estate Developement,351
2014-01-09,2016-01-12,Stephen Drenner,Cousins Properties,Real Estate,48
2014-01-09,2015-01-09,Stephen Drenner,CWS Capital Partners,Real Estate Development,355
2014-01-09,2016-01-12,Stephen Drenner,Grayco Partners,Real Estate Developer,889
2014-01-09,2015-01-09,Stephen Drenner,Hixon Properties,Real Estate Development,352
2014-01-09,2017-01-08,Stephen Drenner,Manchester Financial Group,Real Estate Developement,599
2014-01-09,2015-01-09,John Donisi,Austin Fairchild Management,Real Estate Developement,208
2014-01-09,2015-01-09,Stephen Drenner,Simon Property Group,Real Estate Development,229
2014-01-09,2016-01-12,Stephen Drenner,Stratus Properties,Live Music and Real Estate Development,523
2014-01-09,2017-01-08,Stephen Drenner,Walters Southwest,Real Estate,894
2014-01-09,2016-01-12,Stephen Drenner,Republic Services of Austin,Real,544
2014-01-09,2015-01-09,Stephen Drenner,H-E-B,Grocery Store,545
2014-01-09,2016-01-12,John Donisi,Cousins Properties,Real Estate,48
2014-01-09,2016-01-12,John Donisi,CWS Capital Partners,Real Estate Development,355
2014-01-09,2015-12-21,John Donisi,Eureka Holdings,Real Estate,619
2014-01-09,2016-01-12,John Donisi,Grayco Partners,Real Estate Developer,889
2014-01-09,2015-01-09,John Donisi,H-E-B,Real Estate,39
2014-01-09,2016-01-12,John Donisi,Hixon Properties,Real Estate Development,352
2014-01-09,2015-12-21,John Donisi,Manchester Financial Group,Real Estate Developement,599
2014-01-09,2015-01-09,John Donisi,Dean and Andrea McWilliams,Real Estate,946
2014-01-09,2016-01-12,John Donisi,Mobile Loaves and Fishes,Real Estate,546
2014-01-09,2016-01-12,John Donisi,Post Paggi,Real Estate Developement,353
2014-01-09,2015-01-09,John Donisi,ROI Entertainment,Real Estate,947
2014-01-09,2016-01-12,John Donisi,Simon Property Group,Real Estate Development,229
2014-01-09,2015-12-21,John Donisi,Songhai Ventures,Real Estate,547
2014-01-09,2016-01-12,John Donisi,Starwood Capital Group,Real Estate,550
2014-01-09,2016-01-12,John Donisi,Stratus Properties,Live Music and Real Estate Development,523
2014-01-09,2015-01-09,John Donisi,Vista Property Company,Real Estate,948
2014-01-09,2015-12-21,John Donisi,Walters Southwest,Real Estate,894
2014-01-09,2016-01-12,John Donisi,Cardinal Paragon,Real Estate Developement,552
2014-01-09,2016-01-12,John Donisi,Simmons Vedder Partners,Real Estate Development,66
2014-01-09,2015-12-21,John Donisi,Transwestern Commercial,Real Estate Developement,553
2014-01-09,2017-01-08,Stephen Drenner,Aspen Heights,Real Estate,554
2014-01-09,2016-01-12,Stephen Drenner,Butler Family Partnership,Real Estate Development,152
2014-01-09,2015-01-09,Stephen Drenner,Post Paggi,Real Estate Developement,353
2014-01-09,2015-01-09,Stephen Drenner,Rip Miller,Real Estate,949
2014-01-09,2015-01-09,Stephen Drenner,Simmons Vedder Partners,Real Estate Development,66
2014-01-09,2016-01-12,Stephen Drenner,Spear Street Capital,Real Estate Develoment,556
2014-01-09,2015-01-09,Stephen Drenner,TCMUD #4,Real Estate,950
2014-01-09,2017-01-08,Stephen Drenner,Transwestern Commercial,Real Estate Developement,553
2014-01-09,2015-01-09,Stephen Drenner,Trinsic Residential Group,Real Estate,354
2014-01-09,2016-01-12,Katie King Ogden,Post Paggi,Real Estate Developement,353
2014-01-09,2015-01-09,Katie King Ogden,Austin Diagnostic Clinic,Real Estate,558
2014-01-08,2017-01-08,Eric deYoung,Meritage Homes of Texas,Real Estate Investment,559
2014-01-08,2017-01-08,Eric deYoung,Walton International Group,Real Estate Development,560
2014-01-08,2017-01-08,Eric deYoung,183 BLW,Real Estate Investment,151
2014-01-08,2017-01-08,Eric deYoung,Texas Disposal Systems,Waste Disposal,638
2014-01-08,2017-01-08,Eric deYoung,Google,Provides internet related products and services,144
2014-01-07,2017-01-06,Amanda Morrow,Speedy Stop,Real Estate Investment/Development,865
2014-01-07,2017-01-06,Lynn Carley,Creek 620,Real Estate Investment/Development,174
2014-01-07,2017-01-06,Lynn Carley,Speedy Stop,Real Estate Investment/Development,865
2014-01-07,2017-01-06,Lynn Carley,Randy Wilson,Private Property Owner,141
2014-01-07,2017-01-06,Amanda Morrow,Glenn Jackson,Real Estate Investment/Development,458
2014-01-07,2017-01-06,Amanda Morrow,Dwyer Realty Companies,Land Development,803
2014-01-07,2017-01-06,Amanda Morrow,4800 Friedrich Lane,Real Estate Investment/Development,51
2014-01-07,2017-01-06,Amanda Morrow,Walton Stacy Partners,Real Estate Development,111
2014-01-07,2017-01-06,Amanda Morrow,David and Suzanne Booth,Real Estate Investment/Development,168
2014-01-07,2017-01-06,Amanda Morrow,James Schneider,Private Property Owner,329
2014-01-07,2017-01-06,Lynn Carley,Texas Disposal Systems,Waste Disposal,638
2014-01-07,2017-01-06,Amanda Morrow,Texas Disposal Systems,Waste Disposal,638
2014-01-07,2017-01-06,Lynn Carley,Carma Texas,Real Estate Investment/Development,854
2014-01-07,2017-01-06,Amanda Morrow,Stubb's Austin Restaurant Company,Restaurant,9
2014-01-07,2017-01-06,Lynn Carley,Tanglewood Forest Limited District,Limited District,192
2014-01-07,2017-01-06,Amanda Morrow,Episcopal Theological Seminary of the Southwest,Religious Assembly/Education,77
2014-01-07,2017-01-06,Amanda Morrow,Gene Burris,Real Estate Investment/Development,173
2014-01-07,2017-01-06,Lynn Carley,General Investment and Development,Real Estate Investment/Development,179
2014-01-07,2017-01-06,Lynn Carley,Gene Burris,Real Estate Investment/Development,173
2014-01-07,2017-01-06,Lynn Carley,Vivo Hospitality,Restaurant,133
2014-01-07,2017-01-06,Lynn Carley,Walton International Group,Real Estate Investment/Development (Canada M5J2TE Address),194
2014-01-07,2017-01-06,Amanda Morrow,Vivo Hospitality,Restaurant,133
2014-01-07,2017-01-06,Amanda Morrow,Walton International Group,Real Estate Investment/Development (Canada M5J2TE Address),194
2014-01-07,2017-01-06,Amanda Morrow,General Investment and Development,Real Estate Investment/Development,179
2014-01-07,2017-01-06,Amanda Morrow,Hyde Park Baptist Church,Religious Assembly,81
2014-01-07,2017-01-06,Amanda Morrow,HSD Lakeway Holdings,Real Estate Investment/Development,182
2014-01-07,2017-01-06,Amanda Morrow,Deborah and Gary Attal,Private Property Owner,166
2014-01-07,2017-01-06,Amanda Morrow,Randy Wilson,Private Property Owner,141
2014-01-07,2017-01-06,Amanda Morrow,Creek 620,Real Estate Investment/Development,174
2014-01-07,2017-01-06,Amanda Morrow,Charles Dorrance,Private Property Owner,569
2014-01-07,2017-01-06,Lynn Carley,4800 Friedrich Lane,Real Estate Investment/Development,51
2014-01-07,2017-01-06,Lynn Carley,Walton Stacy Partners,Real Estate Development,111
2014-01-07,2017-01-06,Lynn Carley,David and Suzanne Booth,Real Estate Investment/Development,168
2014-01-07,2017-01-06,Lynn Carley,Dwyer Realty Companies,Land Development,803
2014-01-07,2017-01-06,Lynn Carley,Glenn Jackson,Real Estate Investment/Development,458
2014-01-07,2017-01-06,Lynn Carley,James Schneider,Private Property Owner,329
2014-01-07,2017-01-06,Amanda Morrow,Speakeasy,Restaurant/Bar,493
2014-01-07,2017-01-06,Lynn Carley,Speakeasy,Restaurant/Bar,493
2014-01-07,2017-01-06,Lynn Carley,Episcopal Theological Seminary of the Southwest,Religious Assembly/Education,77
2014-01-07,2017-01-06,Lynn Carley,HSD Lakeway Holdings,Real Estate Investment/Development,182
2014-01-07,2017-01-06,Lynn Carley,Hyde Park Baptist Church,Religious Assembly,81
2014-01-07,2017-01-06,Lynn Carley,Charles Dorrance,Private Property Owner,570
2014-01-07,2017-01-06,Amanda Morrow,Tierra Concepts,Real Estate Investment/Development,4
2014-01-07,2017-01-06,Amanda Morrow,The Brohn Group,Real Estate Investment/Development,171
2014-01-07,2017-01-06,Amanda Morrow,Robert Schmidt,Real Estate Investment/Development,571
2014-01-07,2017-01-06,Lynn Carley,Christopher Slover,Private Property Owner,572
2014-01-07,2017-01-06,Amanda Morrow,REIT Management and Research,Property Management; Real Estate Services,165
2014-01-07,2017-01-06,Amanda Morrow,Radisson Hotel,Hotel,159
2014-01-07,2017-01-06,Amanda Morrow,Orangestone Bluegrass,Real Estate Investment,25
2014-01-07,2017-01-06,Amanda Morrow,Hughes Capital Management,Real Estate Development,21
2014-01-07,2017-01-06,Amanda Morrow,Austin Board of Realtors,Real Estate,27
2014-01-07,2017-01-06,Amanda Morrow,"Shapiro, Bobby and Jim",Real Estate Investment,29
2014-01-07,2017-01-06,Amanda Morrow,"McCullough, Todd",Real Estate Investment,30
2014-01-07,2017-01-06,Amanda Morrow,HPI Real Estate and Services Investment,Real Estate Investment,32
2014-01-07,2017-01-06,Amanda Morrow,TR Vista Preserve,Real Estate Investment,35
2014-01-07,2017-01-06,Amanda Morrow,Magellan Development Group,Real Estate Investment,37
2014-01-07,2017-01-06,Amanda Morrow,"Wilkinson, Julia Matthews",Real Estate Investment,586
2014-01-07,2017-01-06,Lynn Carley,Accelerator Holdings,Real Estate Investment/Development,113
2014-01-07,2017-01-06,Amanda Morrow,Accelerator Holdings,Real Estate Investment/Development,113
2014-01-07,2017-01-06,Amanda Morrow,H-E-B,Real Estate,39
2014-01-07,2017-01-06,Amanda Morrow,Blenheim,Real Estate Investment/ Development,563
2014-01-07,2017-01-06,Lynn Carley,Blenheim,Real Estate Investment/ Development,563
2014-01-07,2017-01-06,Amanda Morrow,"Nelsen, Brad",Real Estate Investment,291
2014-01-07,2017-01-06,Amanda Morrow,CST Brands,Real Estate Investment,43
2014-01-07,2017-01-06,Lynn Carley,Brock Consulting Group,Real Estate Investment/Development,67
2014-01-07,2017-01-06,Amanda Morrow,Capridge Partners,Real Estate Investment,109
2014-01-07,2017-01-06,Amanda Morrow,"Cullen, John",Real Estate Investment,6
2014-01-07,2017-01-06,Amanda Morrow,The NRP Group,Real Estate Investment,8
2014-01-07,2017-01-06,Amanda Morrow,AvalonPark Texas,Real Estate Investment/Development,164
2014-01-07,2017-01-06,Lynn Carley,AvalonPark Texas,Real Estate Investment/Development,164
2014-01-07,2017-01-06,Amanda Morrow,The Charter School Fund,Public School,10
2014-01-07,2017-01-06,Amanda Morrow,"Rice, Robert",Real Estate Investment,12
2014-01-07,2017-01-06,Amanda Morrow,"Wilkerson, Eric",Real Estate Investment,14
2014-01-07,2017-01-06,Amanda Morrow,Riddell Family,Real Estate Investment,16
2014-01-07,2017-01-06,Amanda Morrow,AutoReturn,Real Estate Investment,859
2014-01-07,2017-01-06,Amanda Morrow,Goodstone,Real Estate Investment,19
2014-01-07,2017-01-06,Amanda Morrow,Safeway,Real Estate Investment,337
2014-01-07,2017-01-06,Amanda Morrow,Circuit of the Americas,Sports and Special Events Productions,105
2014-01-07,2017-01-06,Amanda Morrow,Amstar Group,Real Estate Investment/Development,53
2014-01-07,2017-01-06,Amanda Morrow,Aspen Properties,Real Estate Development,49
2014-01-07,2017-01-06,Amanda Morrow,Austin Baptist Church,Religious Assembly/Education,883
2014-01-07,2017-01-06,Amanda Morrow,Crescent 210 Barton Springs,Real Estate Investment/Development,181
2014-01-07,2017-01-06,Lynn Carley,Crescent 210 Barton Springs,Real Estate Investment/Development,181
2014-01-07,2017-01-06,Lynn Carley,Cypress Realty,Real Estate Development,112
2014-01-07,2017-01-06,Amanda Morrow,Cypress Realty,Real Estate Development,112
2014-01-07,2017-01-06,Amanda Morrow,CWS Capital Partners,Real Estate Development,355
2014-01-07,2017-01-06,Lynn Carley,CWS Capital Partners,Real Estate Development,355
2014-01-07,2017-01-06,Amanda Morrow,Austin Restaurant Association,Restaurant Association,55
2014-01-07,2017-01-06,Amanda Morrow,Capital Commercial Investments,Real Estate Investment/Development,59
2014-01-07,2017-01-06,Amanda Morrow,EHB Companies,Real Estate Investment/Development,149
2014-01-07,2017-01-06,Amanda Morrow,Flextronics,Real Estate/Investment,147
2014-01-07,2017-01-06,Amanda Morrow,Four Seasons Hotel,Hotel,79
2014-01-07,2017-01-06,Amanda Morrow,Robinson Ranch,"Investment, development, zoning and related activities",805
2014-01-07,2017-01-06,Amanda Morrow,The Dovetail Companies,Real Estate Investment/Development,757
2014-01-07,2017-01-06,Lynn Carley,The Dovetail Companies,Real Estate Investment/Development,757
2014-01-07,2017-01-06,Amanda Morrow,183 BLW,Real Estate Investment,151
2014-01-07,2017-01-06,Amanda Morrow,St. Andrew's Episcopal School,School,864
2014-01-07,2017-01-06,Amanda Morrow,The University of Texas System,University,129
2014-01-07,2017-01-06,Amanda Morrow,W and G Partnership,Real Estate Development,96
2014-01-07,2017-01-06,Amanda Morrow,Westbank Community Library District,Real Estate Development,135
2014-01-07,2017-01-06,Amanda Morrow,Linda Moody,Private Property Owner,885
2014-01-07,2017-01-06,Amanda Morrow,Endeavor Real Estate Group,Real Estate Investment/Development,70
2014-01-07,2017-01-06,Lynn Carley,Endeavor Real Estate Group,Real Estate Investment/Development,70
2014-01-07,2017-01-06,Lynn Carley,Orangestone Bluegrass,Real Estate Investment,25
2014-01-07,2017-01-06,Lynn Carley,Hughes Capital Management,Real Estate Development,21
2014-01-07,2017-01-06,Lynn Carley,Austin Board of Realtors,Real Estate,27
2014-01-07,2017-01-06,Lynn Carley,"Shapiro, Bobby and Jim",Real Estate Investment,29
2014-01-07,2017-01-06,Lynn Carley,"McCullough, Todd",Real Estate Investment,30
2014-01-07,2017-01-06,Lynn Carley,HPI Real Estate and Services Investment,Real Estate Investment,32
2014-01-07,2017-01-06,Lynn Carley,TR Vista Preserve,Real Estate Investment,35
2014-01-07,2017-01-06,Lynn Carley,Magellan Development Group,Real Estate Investment,37
2014-01-07,2017-01-06,Lynn Carley,"Wilkinson, Julia Matthews",Real Estate Investment,586
2014-01-07,2017-01-06,Lynn Carley,H-E-B,Real Estate,39
2014-01-07,2017-01-06,Lynn Carley,"Nelsen, Brad",Real Estate Investment,291
2014-01-07,2017-01-06,Lynn Carley,CST Brands,Real Estate Investment,43
2014-01-07,2017-01-06,Lynn Carley,Capridge Partners,Real Estate Investment,109
2014-01-07,2017-01-06,Lynn Carley,Majestic Realty,Real Estate Investment,123
2014-01-07,2017-01-06,Lynn Carley,"Cullen, John",Real Estate Investment,6
2014-01-07,2017-01-06,Lynn Carley,The NRP Group,Real Estate Investment,8
2014-01-07,2017-01-06,Lynn Carley,The Charter School Fund,Public School,10
2014-01-07,2017-01-06,Lynn Carley,"Rice, Robert",Real Estate Investment,12
2014-01-07,2017-01-06,Lynn Carley,"Wilkerson, Eric",Real Estate Investment,14
2014-01-07,2017-01-06,Lynn Carley,Riddell Family,Real Estate Investment,16
2014-01-07,2017-01-06,Lynn Carley,AutoReturn,Real Estate Investment,859
2014-01-07,2017-01-06,Amanda Morrow,The Gottesman Company,Real Estate Investment/Development,114
2014-01-07,2017-01-06,Lynn Carley,Goodstone,Real Estate Investment,19
2014-01-07,2016-01-06,Lynn Carley,The Gottesman Company,Real Estate Investment/Development,114
2014-01-07,2017-01-06,Lynn Carley,Safeway,Real Estate Investment,337
2014-01-07,2017-01-06,Lynn Carley,Circuit of the Americas,Sports and Special Events Productions,105
2014-01-07,2017-01-06,Lynn Carley,Amstar Group,Real Estate Investment/Development,53
2014-01-07,2017-01-06,Lynn Carley,Aspen Properties,Real Estate Development,49
2014-01-07,2017-01-06,Lynn Carley,Austin Baptist Church,Religious Assembly/Education,883
2014-01-07,2017-01-06,Lynn Carley,Austin Restaurant Association,Restaurant Association,55
2014-01-07,2017-01-06,Lynn Carley,Capital Commercial Investments,Real Estate Investment/Development,59
2014-01-07,2017-01-06,Amanda Morrow,Cirrus Logic,Real Estate Development,196
2014-01-07,2017-01-06,Amanda Morrow,Google,Provides internet related products and services,144
2014-01-07,2017-01-06,Amanda Morrow,"Riverside Resources Investments, Limited",Property Owner,100
2014-01-07,2016-01-06,Amanda Morrow,Taylor Morrison of Texas,Property Owner/Developer,611
2014-01-07,2017-01-06,Amanda Morrow,Gables Residential,Real Estate Investment,107
2014-01-07,2017-01-06,Amanda Morrow,Forestar Real Estate Group,Land Development & Sales,46
2014-01-07,2017-01-06,Amanda Morrow,P&S Investments I,Real Estate Investment/ Development,751
2014-01-07,2017-01-06,Amanda Morrow,Ryan Street and Associates,Real Estate,234
2014-01-07,2017-01-06,Amanda Morrow,Christopher Slover,Private Property Owner,572
2014-01-07,2017-01-06,Lynn Carley,183 BLW,Real Estate Investment,151
2014-01-07,2017-01-06,Amanda Morrow,The Kucera Companies,Real Estate Investment/Development,86
2014-01-07,2017-01-06,Lynn Carley,P&S Investments I,Real Estate Investment/ Development,751
2014-01-07,2017-01-06,Amanda Morrow,Meredith Family Revocable Trust,Real Estate Development,88
2014-01-07,2017-01-06,Lynn Carley,Meredith Family Revocable Trust,Real Estate Development,88
2014-01-07,2017-01-06,Lynn Carley,EHB Companies,Real Estate Investment/Development,149
2014-01-07,2017-01-06,Lynn Carley,Flextronics,Real Estate/Investment,147
2014-01-07,2017-01-06,Lynn Carley,Four Seasons Hotel,Hotel,79
2014-01-07,2017-01-06,Lynn Carley,North Austin MUD No. 1,Municipal Utility District,89
2014-01-07,2017-01-06,Amanda Morrow,North Austin MUD No. 1,Municipal Utility District,89
2014-01-07,2017-01-06,Amanda Morrow,Eric Reddehase,Real Estate Investment/Development,693
2014-01-07,2017-01-06,Lynn Carley,Linda Moody,Private Property Owner,885
2014-01-07,2016-01-06,Lynn Carley,Robinson Ranch,"Investment, development, zoning and related activities",805
2014-01-07,2017-01-06,Lynn Carley,St. Andrew's Episcopal School,School,864
2014-01-07,2017-01-06,Lynn Carley,The University of Texas System,University,129
2014-01-07,2017-01-06,Lynn Carley,W and G Partnership,Real Estate Development,96
2014-01-07,2017-01-06,Lynn Carley,Trudy's Texas Star,Restaurant,131
2014-01-07,2017-01-06,Amanda Morrow,Trudy's Texas Star,Restaurant,131
2014-01-07,2017-01-06,Lynn Carley,Westbank Community Library District,Real Estate Development,135
2014-01-07,2017-01-06,Lynn Carley,White Lodging Services,Real Estate Development,139
2014-01-07,2017-01-06,Amanda Morrow,White Lodging Services,Real Estate Development,139
2014-01-07,2017-01-06,Amanda Morrow,Brock Consulting Group,Real Estate Investment/Development,67
2014-01-07,2017-01-06,Lynn Carley,Concordia University,Education,858
2014-01-07,2017-01-06,Lynn Carley,The Kucera Companies,Real Estate Investment/Development,86
2014-01-07,2017-01-06,Lynn Carley,Makar Properties,Real Estate Investment/Development,175
2014-01-07,2017-01-06,Amanda Morrow,Concordia University,Education,858
2014-01-07,2017-01-06,Lynn Carley,KIPP Austin Public School,Public School,200
2014-01-07,2017-01-06,Amanda Morrow,KIPP Austin Public School,Public School,200
2014-01-07,2017-01-06,Amanda Morrow,Makar Properties,Real Estate Investment/Development,175
2014-01-07,2017-01-06,Lynn Carley,Deborah and Gary Attal,Private Property Owner,166
2014-01-07,2017-01-06,Amanda Morrow,Carma Texas,Real Estate Investment/Development,854
2014-01-07,2017-01-06,Amanda Morrow,Tanglewood Forest Limited District,Limited District,192
2014-01-07,2017-01-06,Amanda Morrow,Scott Sayers,Real Estate Investment/Development,190
2014-01-07,2017-01-06,Lynn Carley,Scott Sayers,Real Estate Investment/Development,190
2014-01-07,2017-01-06,Lynn Carley,Jewish Community Association of Austin,Real Estate Development,70
2014-01-07,2016-01-06,Lynn Carley,Jeffery C. Garvey,Private Property Owner/Real Estate Investment/Development,177
2014-01-07,2017-01-06,Lynn Carley,Liz Lambert,Private Property Owner/Real Estate Investment/Development,186
2014-01-07,2016-01-06,Amanda Morrow,Jeffery C. Garvey,Private Property Owner/Real Estate Investment/Development,177
2014-01-07,2017-01-06,Amanda Morrow,Jewish Community Association of Austin,Real Estate Development,70
2014-01-07,2017-01-06,Amanda Morrow,Liz Lambert,Private Property Owner/Real Estate Investment/Development,186
2014-01-07,2017-01-06,Lynn Carley,Eric Reddehase,Real Estate Investment/Development,693
2014-01-07,2017-01-06,Lynn Carley,Stubb's Austin Restaurant Company,Restaurant,9
2014-01-07,2017-01-06,Lynn Carley,The Brohn Group,Real Estate Investment/Development,171
2014-01-07,2017-01-06,Lynn Carley,REIT Management and Research,Property Management; Real Estate Services,165
2014-01-07,2017-01-06,Lynn Carley,Radisson Hotel,Hotel,159
2014-01-07,2017-01-06,Lynn Carley,Robert Schmidt,Private Property Owner,94
2014-01-07,2017-01-06,Lynn Carley,Cirrus Logic,Real Estate Development,196
2014-01-07,2017-01-06,Lynn Carley,Google,Provides internet related products and services,144
2014-01-07,2017-01-06,Lynn Carley,Tierra Concepts,Real Estate Investment/Development,4
2014-01-07,2016-01-06,Lynn Carley,Taylor Morrison of Texas,Property Owner/Developer,611
2014-01-07,2017-01-06,Lynn Carley,"Riverside Resources Investments, Limited",Property Owner,100
2014-01-07,2017-01-06,Lynn Carley,Gables Residential,Real Estate Investment,107
2014-01-07,2017-01-06,Lynn Carley,Forestar Real Estate Group,Land Development & Sales,46
2014-01-07,2017-01-06,Lynn Carley,Ryan Street and Associates,Real Estate,234
2014-01-07,2017-01-06,Lynn Carley,Austin Quality Schools Collaborative,Public School,797
2014-01-07,2017-01-06,Lynn Carley,Magnolia Montessori for all,Public School,205
2014-01-07,2017-01-06,Amanda Morrow,Austin Quality Schools Collaborative,Public School,797
2014-01-07,2017-01-06,Amanda Morrow,Magnolia Montessori for all,Public School,205
2014-01-07,2017-01-06,Amanda Morrow,Urban Outfitters,Real Estate,202
2014-01-07,2017-01-06,Amanda Morrow,IDEA Public Schools,Public School,198
2014-01-07,2017-01-06,Amanda Morrow,Highland Management,Real Estate,704
2014-01-07,2017-01-06,Amanda Morrow,Qualico,Real Estate Development,92
2014-01-07,2017-01-06,Amanda Morrow,Stream Realty,Real Estate,102
2014-01-07,2017-01-06,Amanda Morrow,Seton Healthcare,Real Estate,201
2014-01-07,2017-01-06,Amanda Morrow,Austin Achieve,Public School,798
2014-01-07,2017-01-06,Lynn Carley,Urban Outfitters,Real Estate,202
2014-01-07,2017-01-06,Lynn Carley,IDEA Public Schools,Public School,198
2014-01-07,2017-01-06,Lynn Carley,Highland Management,Real Estate,704
2014-01-07,2017-01-06,Lynn Carley,Qualico,Real Estate Development,92
2014-01-07,2017-01-06,Lynn Carley,Seton Healthcare,Real Estate,201
2014-01-07,2017-01-06,Lynn Carley,Stream Realty,Real Estate,102
2014-01-07,2017-01-06,Lynn Carley,Austin Achieve,Public School,798
2014-01-07,2017-01-06,Lynn Carley,G5 Investments,Real Estate Investment,750
2014-01-07,2017-01-06,Lynn Carley,"Gallegos, Jim",Real Estate,746
2014-01-07,2017-01-06,Lynn Carley,Onion Associates,Real Estate,204
2014-01-07,2017-01-06,Amanda Morrow,G5 Investments,Real Estate Investment,750
2014-01-07,2017-01-06,Amanda Morrow,"Gallegos, Jim",Real Estate,746
2014-01-07,2017-01-06,Amanda Morrow,Onion Associates,Real Estate,204
2013-01-07,2014-01-07,Joseph Lessard,Lone Star Rail District (Austin-San Antonio Commuter Rail District),Intermunicipal Commuter Rail District planning service,127
2012-01-07,2013-01-06,Brian Thompson,United Cab,Taxicab Company,130
2012-01-07,2013-01-06,Manuel Escobar,United Cab,Taxicab Company,130
2012-01-06,2013-01-05,Rebecca Moss,National Works,Provider & Applicator of Manhole Coatings and Wastewater Pipe Linings,665
2012-01-06,2013-01-05,Rebecca Moss,"Yacktman, Stephen and Ellyn",Real Estate,666
2012-01-06,2013-01-05,Rebecca Moss,Lennar Homes,Real Estate Development,531
2012-01-06,2013-01-05,Rebecca Moss,Delaware North Companies/Travel Hospitality Services,"Specialty food,beverage and retail concessions and merchandise",539
2012-01-06,2013-01-05,Rebecca Moss,Catellus Commercial Group,Real Estate Developer,538
2012-01-06,2013-01-05,Rebecca Moss,DFI Resources,Real Estate Development,667
2012-01-06,2013-01-05,Rebecca Moss,Waller Creek Conservancy,Not-for-profit entity for dev. of Waller Creek Project.,668
2014-01-03,2017-01-12,Rick Triplett,Bread and Circus,Property Owner,669
2014-01-03,2017-01-04,Michael Whellan,Met Center,Property Owner,463
2014-01-03,2017-01-12,Rick Triplett,"Hillin Jr., Robert",Property Owner,671
2014-01-03,2017-01-12,Rick Triplett,"Rodriguez, Robert A.",Property Owner,748
2014-01-03,2017-01-12,Rick Triplett,Troublemaker Studios,Film Industry,672
2014-01-03,2016-02-02,R. Haywood,Kitchell Development,Real Estate Development,673
2014-01-03,2017-01-12,Rick Triplett,Kitchell Development,Real Estate Development,673
2014-01-03,2017-01-12,Peter Cesaro,Kitchell Development,Real Estate Development,673
2014-01-03,2017-01-12,Peter Cesaro,Lampting,Property Owner,677
2014-01-03,2017-01-12,Peter Cesaro,Austin Chronicle,Property Owner,684
2014-01-03,2017-01-12,Peter Cesaro,Met Center,Property Owner,463
2014-01-03,2017-01-12,Peter Cesaro,South IH-35 Investors,Property Owner,678
2014-01-03,2015-01-03,Peter Cesaro,Coover and Coover,Property Owner,679
2014-01-03,2017-01-12,Peter Cesaro,"Pinkston, Lica",Property Owner,191
2014-01-03,2017-01-04,Michael Whellan,Alliance Residential,Real Estate Development,682
2014-01-03,2017-01-12,Peter Cesaro,Constructive Ventures,Property Owner,686
2014-01-03,2015-01-03,Rick Triplett,Scarbrough Ventures,Property Owner,771
2014-01-03,2017-01-12,Peter Cesaro,SXSW,Music Industry,641
2014-01-03,2016-02-02,Peter Cesaro,"Logan, Ellen Anderson",Property Owner,689
2014-01-03,2016-01-13,Stephen Butler,Jack Brown Family III,Property Owner/Developer,691
2014-01-03,2017-01-12,Peter Cesaro,"Warshaw, Larry",Property Owner,685
2014-01-03,2016-02-02,R. Haywood,Constructive Ventures,Property Owner,686
2014-01-03,2016-02-02,R. Haywood,"Warshaw, Larry",Property Owner,685
2014-01-03,2017-01-12,Rick Triplett,Constructive Ventures,Property Owner,686
2014-01-03,2016-02-02,Rick Triplett,"Logan, Ellen Anderson",Property Owner,689
2014-01-03,2017-01-12,Rick Triplett,"Warshaw, Larry",Property Owner,685
